Latitude,Longitude,Elevation(m),Terrain_Ruggedness_Index,Urbanization_Level(%),Vegetation_Density(%),Soil_Stability,Proximity_Civilian_Infrastructure(km),Area_Size_Target(km2),Enemy_Concentration(units_per_km2),Target_Type,Visibility_Level,Fortification_Level,Urgency_of_Mission,Bombing_Type
31.835596796838438,39.512297201075235,90.69420879938278,22.877043127363578,92.51388849427907,99.16893386164452,Stable,22.853242431993756,4.597146922377593,104.95138769059221,Bunkers,2.7513633953819507,Low,Medium,Bunker-Busters
31.379876246143446,39.68224470880548,142.0801641872728,42.50840346648821,44.3955992714025,78.31622456147949,Moderate,20.39813293458696,18.828452578037698,68.88493015599627,Armored_Vehicles,21.17003335179821,Low,Low,Airburst Munitions
29.800707232078604,40.11477549627991,129.8893983953214,21.458111549783478,41.197721840090104,61.030220293373766,Moderate,22.129095736733568,1.9158249285580644,83.18261066084446,Armored_Vehicles,83.04185966144696,Low,Medium,Drone-Based Tactical Strikes
31.133791308223884,40.39788368365622,149.16168791942283,32.955023357938245,26.290083353623306,68.50043741670554,Unstable,5.580241371275429,10.209715742821583,129.74748781589457,Personnel,51.68409755811138,High,Medium,Precision-Guided Munitions
31.062084564295105,40.727854353332106,253.30065989304026,46.82916948076095,58.069954245826686,59.561414103678494,Stable,23.80762564356695,8.028367134545608,20.1708638434679,Armored_Vehicles,25.245638091279464,High,Low,Bunker-Busters
29.718610681402005,40.56051862782782,292.3630779759905,5.8208458569329675,90.66276320292046,74.73658351398198,Moderate,9.678258916763571,1.7558277483632738,82.07667888906602,Infrastructure,35.60302507631783,High,High,Precision-Guided Munitions
28.56843029669925,41.58684452265666,200.3213674320674,20.686718879542557,27.837571092367988,39.90263143215189,Unstable,19.757299106446148,10.05874943878092,76.28306914623498,Infrastructure,30.34750471892078,Medium,Low,Drone-Based Tactical Strikes
31.176568793048734,39.64873801067759,279.39094357967116,89.35696551850718,36.86554202837758,91.65958011155674,Unstable,1.8463749862464327,6.782360329349336,106.95943300072318,Bunkers,57.10977147806667,High,Low,Bunker-Busters
30.544526903324414,42.849176039517175,139.74631871111103,48.44164099516231,42.66673401230337,68.58319373248023,Stable,14.263992313823875,11.526482924858566,114.01223491898462,Personnel,5.327762699882888,Medium,Low,Cluster Bombs
28.55215786210368,42.50170365691961,46.638639202582,38.39645059255164,58.44525970969757,77.45737333877473,Unstable,15.014145380420976,12.572960318333294,108.13608040681062,Armored_Vehicles,22.834999906806036,Low,Low,Cluster Bombs
30.01754527221272,39.01995336924042,580.1519590756734,3.049854907002174,24.80172499732945,81.70260125719452,Moderate,25.62970150937756,5.0631403959027,85.99125619914909,Personnel,35.5310477986851,Low,Low,Drone-Based Tactical Strikes
31.307630900078586,40.88962808676493,231.90199899361068,29.2913976662366,83.54369841921564,13.39025165948888,Unstable,15.451079854298367,8.98532167435116,112.73805351373025,Personnel,85.53644234466188,Medium,Low,Precision-Guided Munitions
30.98493402732777,42.41484018490472,48.166227016720434,88.28436106884138,34.852308167419025,11.11023012468862,Moderate,11.055713424259402,6.200983289944506,31.8868215368853,Infrastructure,64.68538211693254,Low,Low,Drone-Based Tactical Strikes
31.811546242852362,40.534823664974745,51.77047215989529,17.760061844940846,68.58344405635003,80.7640851189905,Stable,15.50562381258802,3.597529000307233,91.30927437369047,Personnel,55.03779792233258,High,Medium,Precision-Guided Munitions
29.919896144601058,40.74022643490278,152.504558912523,40.79922186301398,55.71185263664018,30.885978381217452,Stable,17.86549133272614,7.525524136298257,15.761370848534215,Personnel,19.07573373542575,High,Low,Drone-Based Tactical Strikes
31.24740592409606,42.92788554147598,176.82807869471773,0.15239560667575228,61.42797619665396,57.43611027215048,Unstable,6.668273439109804,5.86660260406882,134.57931938804867,Armored_Vehicles,59.373532728403035,Low,Low,Cluster Bombs
27.94215242998382,42.149498010521604,263.6219740511079,48.82556801821488,20.300461834350546,43.51235810943245,Stable,7.397278233840426,2.5237431824904943,171.3602578054235,Armored_Vehicles,90.08450083320318,Low,Low,Bunker-Busters
30.65397947104483,40.119591074580505,189.27967347302794,3.2125844913951767,73.69251940170142,0.007982386737189762,Unstable,6.3479031652956195,6.309614359333041,132.7570862991135,Personnel,56.50144844662823,High,Low,Precision-Guided Munitions
29.14176310639128,41.27816208574141,162.55057965222076,79.02555037348782,23.42751099416145,0.28319647815906035,Stable,11.32532534414134,9.77104718711108,114.47446040241228,Personnel,19.464214189849507,High,Low,Cluster Bombs
28.926949453049545,42.00549303276196,39.69191580916201,83.30979115172428,15.884891895578642,88.76130239046863,Unstable,19.187721600603943,1.6712257434090818,64.16217210972658,Armored_Vehicles,99.88626003578973,High,Low,Drone-Based Tactical Strikes
30.81647043566947,40.21551189530962,46.179508214268246,78.02492890784991,57.097076114338975,62.740497277250135,Stable,24.861661315886433,5.761922487461893,47.65874088115517,Infrastructure,48.30035606538191,Low,Medium,Drone-Based Tactical Strikes
29.29698490636467,39.22055182326528,256.49777736590266,32.839894342628384,68.38487352887248,52.746100948537055,Unstable,1.5797863893049688,8.476588479869012,106.53085404096491,Armored_Vehicles,32.798655013083206,High,Medium,Precision-Guided Munitions
30.368958095405986,40.31971523321616,132.2709979279859,80.64211064048486,9.893985488658645,92.4424362805125,Stable,4.46482954368543,2.223656650164295,29.90206387644955,Armored_Vehicles,52.64988742181177,Low,Low,Precision-Guided Munitions
31.503784449635976,42.51897873892945,132.36710035762624,48.07444654366739,6.391888057967601,14.184172116932931,Unstable,7.668618584230514,8.673611191899129,83.20075361883778,Personnel,23.016187433602113,Medium,Low,Drone-Based Tactical Strikes
30.195311155605356,40.96664784173449,22.044588182751657,38.96441883196535,76.07808573245032,23.727666030132752,Unstable,7.5077931944769265,0.8865527355999551,118.8828946125794,Armored_Vehicles,5.750428446990904,Low,High,Precision-Guided Munitions
29.808800839646644,41.26005076585694,580.1519590756734,58.65497590317783,78.73791060655194,78.68570453671677,Moderate,9.657471861168965,1.5004521637141153,16.15880879627916,Armored_Vehicles,91.50586752896857,Low,High,Precision-Guided Munitions
30.5500404901527,39.11952319954607,281.2618370430539,2.3902756088910038,24.04888002362077,79.33980708219819,Stable,7.842553378664789,5.764922843639657,80.33339694087236,Infrastructure,46.81943565698221,Medium,Medium,Bunker-Busters
31.889288847024638,39.92720252580694,92.51299038938235,17.665943226984176,62.32247099262859,34.82191535863958,Stable,13.288969391495055,6.36280240986893,150.6626674784223,Bunkers,69.43748700919242,High,Medium,Bunker-Busters
28.54930804068623,41.997429445801565,9.757073860122428,72.8664535566089,43.521946409728706,97.93650144417079,Moderate,17.150162515091587,6.863079836317759,107.7547057014258,Armored_Vehicles,102.55989918733435,Low,High,Cluster Bombs
29.13325792497836,42.004665231064465,245.39702907995934,25.94723257825432,63.10296854795649,96.59982685186802,Stable,11.373106985940066,4.251092505909087,96.48108985159173,Armored_Vehicles,61.11216766805863,High,Medium,Bunker-Busters
31.85998798843664,39.44914621481287,269.73330699800016,56.55691744140691,87.08773816287854,3.8608702013928125,Unstable,6.453724949544574,5.793537352394226,84.7139801451257,Infrastructure,69.57707520454476,High,Medium,Precision-Guided Munitions
31.98051844069035,42.103581230752695,58.32979127789117,37.15876515382111,7.0389664436107875,22.6109538667202,Moderate,19.972752014364048,11.054787347716527,68.40611101903819,Bunkers,95.77333266662049,Medium,Low,Bunker-Busters
30.1501733957994,40.869379574878565,84.71928751196275,83.91425718096258,78.60151194951148,77.13164621398128,Unstable,25.835475298771733,3.1278882389842484,102.13419197525573,Personnel,50.28058871877835,Medium,Low,Precision-Guided Munitions
28.018820793298154,40.04804861399912,255.65840296192462,99.16410417010141,48.93052852451407,35.04413869118058,Unstable,11.774168535325167,6.946953263465673,18.6804965120951,Infrastructure,33.26815522507255,Low,Low,Drone-Based Tactical Strikes
31.405604984307736,39.59805406113281,55.32734327236929,87.11972945191224,59.07859926078601,14.045625324233946,Unstable,3.196545041440697,1.1848541893437887,67.82560298944342,Armored_Vehicles,91.23208019316225,Low,High,Precision-Guided Munitions
30.332561300012017,39.74791274651077,197.53686927081893,25.50202212579598,67.8666324436443,80.49182163848317,Stable,6.675627434775131,1.8796786704614379,75.31546901933925,Personnel,8.783391180968097,Medium,Low,Bunker-Busters
30.06884395890229,40.71703649252112,81.41871455240128,14.40251120120312,86.11936404980662,50.66373424448234,Stable,3.3294856154909,7.0262288160586746,59.141052209960435,Infrastructure,15.7773681968924,High,High,Precision-Guided Munitions
32.036497139889434,42.42565069553612,43.10179932346045,46.24632905363693,1.720869720837277,49.08929399758893,Moderate,13.572488090604395,7.268270553340985,20.423446865726664,Personnel,30.80592304968878,High,Low,Drone-Based Tactical Strikes
28.515604216261067,40.309851250059765,4.075435471762372,4.905363906041057,0.0,14.309002992472358,Moderate,15.45323518272492,12.894315671327847,41.36724788929638,Infrastructure,76.76185156263848,Medium,High,Drone-Based Tactical Strikes
29.581665644272956,41.73307054813712,49.730509876873384,7.513421385639275,19.845164562970126,64.12671589195278,Unstable,20.90863300348878,14.593255634839121,11.351495428120383,Infrastructure,83.0797819396188,Low,Medium,Drone-Based Tactical Strikes
30.64923681809416,39.57441196073634,112.83024658244155,59.02436875787361,104.54582582507788,51.931427368990065,Stable,6.063001123031213,9.890982791855102,50.97287058130944,Personnel,48.396113214443716,Low,High,Precision-Guided Munitions
28.082406776038756,39.067548735944804,259.59126672624944,52.93695630669493,73.99045963950776,27.757520089751978,Stable,16.997979630162217,7.824259540183777,25.609959887003612,Bunkers,28.48767552980115,Low,Medium,Bunker-Busters
31.472385349495926,40.855711284060185,178.00847364986046,99.99318369912397,60.79162989214424,32.087914057577215,Stable,10.232736540859166,11.021357348813682,93.91717635263903,Personnel,33.99274419384344,Medium,Low,Precision-Guided Munitions
31.19720659866549,39.66993963516308,244.1346743476355,18.16932923784189,2.455500192983364,57.55291627609453,Moderate,24.38646193736333,3.023309144796455,39.705926816670484,Personnel,66.08046334901098,Medium,Medium,Drone-Based Tactical Strikes
28.93136867890799,39.61226199962041,45.426166570067984,21.280608862274626,94.71631521862147,89.36500793119012,Stable,9.212094332893743,5.368612041652792,91.15817845601013,Bunkers,12.41040928909645,High,Medium,Bunker-Busters
29.082752886602783,39.970923469782576,151.34919868949643,6.7390206036228975,79.05454971681858,92.22596932329999,Unstable,7.49094714711077,4.820736928856034,142.42613310667542,Personnel,50.391779680740555,Medium,Low,Precision-Guided Munitions
29.283126255841804,39.305567107905766,205.79141703714038,88.14954519364785,70.00509541083734,29.395496901048027,Unstable,25.259289814123154,1.4381753945075033,126.63259771580054,Bunkers,61.14377121242006,Low,High,Bunker-Busters
31.46616282498358,42.045858297717785,259.89891336663175,79.11864169992978,30.0171937665145,64.91420431486208,Unstable,13.958674326784585,13.969025303173346,74.54297125943211,Bunkers,71.47559121068306,High,High,Bunker-Busters
29.354495660796875,41.06256654672735,275.9370785471429,82.17109444423504,13.226817960300453,76.95547558111399,Stable,2.7480243353495966,8.280007307460567,36.86910317938002,Bunkers,60.35798808201416,Low,High,Bunker-Busters
29.215232091508405,40.56150933347121,204.3235396580473,86.6610180871945,54.3352706959983,78.72628254804158,Unstable,23.167478086591252,10.001057236393903,90.7851542507773,Armored_Vehicles,11.368202696870496,Low,Low,Airburst Munitions
31.03080231267656,40.32420413341283,256.1198477707565,52.776494711686965,67.65915481800384,56.72825250546134,Unstable,12.762545412969375,10.976380523758477,56.55727892113939,Infrastructure,71.1055073338677,High,High,Precision-Guided Munitions
30.280699058562504,39.05794175062316,204.03597114485393,43.246669482083135,13.804674102706002,7.514276524729866,Moderate,30.657338756158982,2.617709978669588,2.856535732346596,Armored_Vehicles,0.0,Low,Medium,Drone-Based Tactical Strikes
29.325774812877587,42.4772038133127,289.02215522697423,30.776713205974914,68.10466036192665,72.83201505262436,Moderate,19.107395755599317,6.937455855842207,86.51267903584252,Infrastructure,40.648542060361564,High,Low,Precision-Guided Munitions
30.301819663010864,41.84855940596766,206.6122016581914,58.98086917957632,26.862153500100156,7.411103395488777,Stable,23.46562177958296,1.7928628879363124,169.93847179619917,Armored_Vehicles,41.702917034894384,Low,High,Bunker-Busters
31.521220456768383,42.046031226796416,210.30850254528255,46.121559914242276,70.11600056933895,8.928101848534698,Stable,16.02329155369155,9.790419775603544,13.548191982307282,Bunkers,12.33029932951748,Low,Medium,Bunker-Busters
29.612691517610973,39.71492056058382,244.9849994569258,42.435727069422555,46.95967839446448,60.52885971956515,Unstable,12.285234925640228,8.867106145949888,28.770053283570135,Infrastructure,5.559561055095018,Medium,Medium,Bunker-Busters
27.9004772390245,39.046338305065056,53.81889093897878,97.14679321450348,17.92047564095707,98.98156384420406,Stable,9.008421508937758,7.326851974580501,39.78710843173386,Infrastructure,5.7953139579272035,Low,High,Airburst Munitions
30.89627276282686,39.378769519453364,287.08390210907754,195.30472657301857,54.23896100060119,28.777401142530696,Stable,18.050308347193486,2.6521503546196454,66.86697514382853,Armored_Vehicles,45.90662603166395,Low,Low,Bunker-Busters
32.187820425671696,41.16042632832223,227.29915039113797,81.67103726865791,41.69292953573114,62.90019188739466,Moderate,30.555585463774015,2.0435567913748676,65.33601318597985,Personnel,27.082977750669937,High,Medium,Airburst Munitions
28.34300589829493,41.636753846216,255.11020371864336,85.96386879727972,13.57999480856015,33.35833338497379,Moderate,19.174704025146244,10.936763177207041,105.78596891573014,Personnel,7.968173460637818,High,Medium,Drone-Based Tactical Strikes
30.414837338633372,42.965089605709565,179.43329895424375,65.43118314240135,81.577260446568,89.58686914704468,Moderate,24.046119946541346,13.179122310775899,49.26682837485805,Bunkers,25.074914429396713,High,Medium,Bunker-Busters
29.647745580611907,40.95480151295855,29.260204758186486,14.713523485536143,3.912344418232258,59.553964879774234,Unstable,30.194251801957442,2.4860598746788387,98.62719642850048,Armored_Vehicles,51.96103462759858,Medium,Medium,Cluster Bombs
30.14170958972669,40.23735543411282,580.1519590756734,4.638243676691354,25.735383906324998,24.14853551838379,Unstable,15.642456851336783,4.3491273896061475,16.880893492510797,Armored_Vehicles,73.74426027446103,Low,High,Drone-Based Tactical Strikes
29.27545311951867,41.73837372987329,20.613686357057695,67.37596912966856,2.626422272379053,33.30625398833369,Moderate,20.284388879119287,5.167741187603845,47.964549044572564,Infrastructure,36.07749847235131,High,Low,Drone-Based Tactical Strikes
31.082066942431965,41.52073469889111,68.69938540903776,76.13953703274655,10.707860256480956,48.40519417558871,Moderate,20.806291202099704,1.8980843052365146,71.15717370864547,Infrastructure,61.46746292372611,Low,Medium,Drone-Based Tactical Strikes
28.1801991912374,39.01918385914608,0.0,3.3257604166583095,35.750458445127094,18.47640379782111,Stable,4.0348204915050365,9.035526860569501,94.25407013273828,Armored_Vehicles,66.79984246299352,High,Medium,Precision-Guided Munitions
28.418722425065123,39.22757958884605,127.08187069267395,93.83586672307516,8.85417107201841,7.0508436468489855,Moderate,13.989978037242183,9.271634273104848,58.1754373740338,Infrastructure,91.06351534004729,Low,Medium,Drone-Based Tactical Strikes
30.203146347563465,41.62390151035535,145.41972480294885,11.37870297814699,63.22185626163913,68.955807177207,Stable,31.942671588842686,9.419668845474765,95.33336236733946,Personnel,24.53049850840928,Low,Low,Cluster Bombs
29.158189306939715,39.24564702372227,75.58318729237587,35.12611713372072,7.2922516649829445,40.07312134509601,Moderate,29.767119500893543,7.125164673081468,52.383555063744794,Personnel,52.3457161716718,High,Medium,Drone-Based Tactical Strikes
31.888377187622705,42.28783779501638,129.33631212438266,61.402510999551154,71.50609831367413,69.86860633034148,Moderate,17.054739610363473,6.761039864732766,86.6284856463675,Armored_Vehicles,61.008219892959595,Low,High,Bunker-Busters
28.835594656633393,42.680887240528904,88.5701888673624,14.507189175110591,6.111186683001065,12.841181317574888,Moderate,18.657454191187252,4.499782039005176,99.18736400579206,Personnel,55.277930929927436,Medium,Low,Cluster Bombs
31.04709288846158,39.84320642490809,162.18576352057008,11.178751190133141,8.106325989553309,53.859917333264455,Stable,18.278738208044295,7.895141008954218,88.44098666742298,Infrastructure,46.22701727517856,High,Low,Drone-Based Tactical Strikes
31.900280482123986,41.11290486320462,299.95677229205614,28.964033141847807,30.01420337386756,43.38563127817757,Unstable,28.334432113891665,10.863252345792965,32.39809875343906,Infrastructure,96.83303161645739,High,Low,Drone-Based Tactical Strikes
29.22768813636539,40.31854019954021,259.499495815336,80.47587822960817,90.54629135662606,9.973474880436562,Unstable,0.6488778659585952,3.6644733888174943,37.06167345040384,Infrastructure,94.13652365153659,High,High,Precision-Guided Munitions
31.566361532775876,40.945760060414955,233.10392551699465,40.33867474942753,63.511873000363416,55.604005529442524,Unstable,4.0310021560835665,4.390747969590086,26.330860778241206,Infrastructure,72.7736645873324,Low,Low,Bunker-Busters
29.209164659482045,41.43593915072085,34.12170415207036,71.67389719334642,75.71223677713364,10.780596465208273,Stable,15.585277252893544,5.393137800877537,40.69844505406782,Armored_Vehicles,46.50073306659282,Low,High,Precision-Guided Munitions
30.436477659959774,39.04912876820042,0.0,55.780478531826375,10.778426895916777,78.2008231391636,Unstable,15.651839907258498,1.8721500677960563,25.581754838589458,Armored_Vehicles,76.07131358648918,Medium,Medium,Drone-Based Tactical Strikes
27.846563544473476,42.67365578300968,125.31708393257759,1.1486574447612752,88.65906883348485,69.66642109830737,Moderate,8.714304843812071,7.9727933568006515,55.92500241215024,Armored_Vehicles,51.0575321558876,Low,Low,Precision-Guided Munitions
29.037476323712113,40.354074719054715,201.05863438954643,93.97790158173973,0.8222615533534532,54.560908660175855,Stable,9.895556923458132,5.021707472054886,128.58702372084142,Armored_Vehicles,96.04594808355478,High,Low,Cluster Bombs
28.110137043775097,39.704608998478335,270.38713923119406,3.0082721695856875,22.4309525863016,14.039344246652599,Moderate,30.133153402698476,7.976701815239908,45.45157081917561,Personnel,67.6305536192304,High,High,Drone-Based Tactical Strikes
28.096026643772525,39.17927832572806,32.88655458387893,98.93800589851993,61.1281855572971,28.703929480356848,Unstable,9.71616256972634,9.050920888847145,157.06821626601715,Infrastructure,5.674851297716108,High,High,Precision-Guided Munitions
32.08807182148423,42.95230740457944,36.2171725440904,51.68376840938948,37.04609198669964,48.87075752090822,Unstable,17.03077999133197,8.982023955742218,74.45453548631922,Personnel,40.70193107932865,Medium,Low,Cluster Bombs
31.09774108492466,42.2301182608828,76.23976818923165,93.35599226437958,99.93549581527344,68.4357988169545,Stable,22.503858976851806,7.456994988754024,15.243875819819594,Infrastructure,73.18684116864348,Medium,High,Precision-Guided Munitions
29.376356631042007,40.7098739419543,224.48222055575698,18.12606172892044,7.868758016238689,19.82597323346171,Moderate,11.76302969761905,3.0365422532669415,67.56165529429987,Armored_Vehicles,78.2144580506484,High,Medium,Drone-Based Tactical Strikes
30.697913453343467,42.57146815912825,281.6980718904331,49.280950942684704,101.24033869673264,0.0,Unstable,9.865142565950842,10.22544131343512,63.27016785462142,Personnel,77.58712807713624,Medium,Medium,Precision-Guided Munitions
30.09376145824426,40.81165823310718,580.1519590756734,22.784976904897814,64.47753564877421,33.946105206874456,Moderate,21.155813287417608,12.142268284303057,156.90286912170075,Infrastructure,99.22764321672436,High,Medium,Precision-Guided Munitions
31.73332959345765,41.70093380305128,173.4801209194936,10.196215381835756,55.56706445642492,47.68618832042552,Unstable,16.927257110547977,4.392934473763518,29.94178200470909,Armored_Vehicles,47.27334854730842,Medium,Low,Drone-Based Tactical Strikes
29.036297883925407,42.919804271185335,197.4202236976937,58.88555468650173,3.9751223270399096,22.150240845480646,Stable,6.998729115347473,8.48974889988861,137.93370416240072,Bunkers,16.103064043741607,High,High,Bunker-Busters
30.153577886398605,42.08839253376457,38.88465522484094,20.64286658171725,22.92883017978997,40.419874068309184,Moderate,5.258022402204516,4.567303166363691,95.55772649334243,Infrastructure,62.42094716520701,Medium,Medium,Drone-Based Tactical Strikes
28.060821056015385,39.65578314810488,247.4474670811951,58.75769520705885,94.0851373058762,27.1965195445569,Moderate,10.24405930683093,8.388870916532193,65.52746143378849,Bunkers,0.062171834006133686,Low,Medium,Bunker-Busters
30.86041615487859,42.66294231435236,92.08401659573028,13.906722048338063,34.444997656723025,193.96873856711065,Unstable,4.3771512696157835,9.175545859996495,67.9167639039338,Infrastructure,95.72800660880357,High,Medium,Drone-Based Tactical Strikes
30.461577546312554,38.917890516911534,136.36790709374583,36.43902123052868,66.719621578157,32.347221575321605,Stable,11.053475464390193,6.428023592693494,27.29066876996879,Armored_Vehicles,75.16420624387949,Medium,Medium,Precision-Guided Munitions
30.221188484105635,42.698776878355645,259.36602705255166,81.34597422855339,98.6796862398946,62.50058986863809,Stable,12.804561913330085,8.487793643842872,40.322337013510385,Personnel,96.81619964006862,Medium,Medium,Bunker-Busters
30.91298570727805,42.79522377898404,2.5254577551990574,45.37568706309655,25.89998918434231,5.074652981684132,Stable,13.606918116461225,3.7892136472170086,79.16553275023277,Infrastructure,34.386752949167025,High,High,Drone-Based Tactical Strikes
29.77406390738689,39.4413348147293,228.86231088220265,58.541926036764096,60.528994711692675,23.001827361905942,Unstable,20.205981254293377,7.276426746041956,56.65722440733549,Bunkers,2.4466697056035294,Medium,Medium,Bunker-Busters
28.657117266853696,39.03616214553397,249.6885835507157,64.98970305741581,74.50081809008171,41.96166629648705,Moderate,19.858150525928718,8.546926376198607,95.61369107115367,Armored_Vehicles,49.91453837548232,Low,Medium,Precision-Guided Munitions
28.842633712067148,42.219109926642986,282.4209459952829,82.46347344279096,12.365229802809171,36.380064342945595,Stable,22.852323287193197,4.7946292451075845,101.37580371592215,Personnel,17.002179433334305,Low,Low,Drone-Based Tactical Strikes
30.734373565833536,39.04120175446346,204.60344266550624,35.39194560207106,14.488234303200471,35.80431389262581,Stable,16.638930724392143,10.788082580260374,156.28003489286272,Bunkers,73.89273430672095,Medium,Low,Bunker-Busters
32.14465740745105,42.09536604657936,4.457634961909124,73.22175954848394,45.40022636957109,83.67013257388022,Unstable,21.037306944100308,9.514146718866435,87.0150481947896,Infrastructure,51.557135332769725,High,High,Drone-Based Tactical Strikes
30.01243698281046,40.1576253320363,52.95082302524543,96.42909828676503,43.527967334611596,87.71699894238233,Unstable,13.678506150878022,7.056099144599667,83.76898044580975,Bunkers,79.36851151674944,Medium,Medium,Bunker-Busters
28.749792360079965,39.06310772774626,184.44964572479674,76.69705776479749,76.92313447055642,20.598595902133297,Moderate,8.52631522961446,3.361282973738787,122.61824804184346,Infrastructure,29.343166943161386,Medium,High,Precision-Guided Munitions
28.292372340139767,41.62275381587915,79.57776180437814,52.21215933229327,11.68480522788436,84.67783640297354,Moderate,20.55474071378533,10.066094567245958,36.16055245796074,Personnel,86.15932281744834,Low,Medium,Drone-Based Tactical Strikes
29.832934173484823,40.09347944697321,237.27629707755034,195.30472657301857,100.54515921082564,41.79812746201655,Moderate,19.133384345982726,19.86901422656122,84.84793846458449,Personnel,69.05930817766284,Medium,Low,Precision-Guided Munitions
30.87379329814417,39.78792285179358,237.495309323636,67.06542262771096,2.2510478455677014,24.62786089685376,Stable,23.290054235826418,13.003660055510476,1.4900459451153694,Personnel,97.95224037806831,High,Low,Bunker-Busters
30.43739949737828,41.17796779841371,45.13186229814117,56.45569964570065,62.84319068085831,101.54379697515714,Stable,0.07405703068121844,8.280211532412578,89.3042399384822,Personnel,23.591630131301592,Low,Low,Precision-Guided Munitions
29.11241371056804,39.17285516653165,91.90643080758908,1.4945234915880878,58.697564495544945,86.0318669904904,Moderate,14.945966640720016,17.48060260986852,29.935532884377075,Armored_Vehicles,4.313597696372861,Medium,Low,Airburst Munitions
30.416148458907315,40.58191271463866,230.7779594806465,20.149142286208082,11.775671989962287,102.10379080053188,Unstable,9.443535390366923,10.992607387012878,117.1839653506996,Personnel,90.45372730064241,High,Medium,Cluster Bombs
30.26952467552121,41.50770884005659,227.15681003704287,82.51637469135731,14.618772535733973,13.159581110125643,Moderate,0.7787675075013263,6.93820130406087,103.39182538735292,Infrastructure,36.76058989601533,Low,High,Precision-Guided Munitions
28.935939623287368,41.94727467247252,239.31896911153936,23.30084907892632,78.72986638124885,12.558383385551068,Stable,20.885233380147355,8.377434597212263,79.79983178072587,Armored_Vehicles,40.54497386535359,High,Medium,Bunker-Busters
29.6002244712868,41.17685169145638,142.16947189362605,76.3791092262518,89.27299655989844,49.60109849210508,Unstable,25.12628611511073,2.6905987430790077,51.582928995919055,Infrastructure,91.76384420527242,High,Low,Precision-Guided Munitions
31.53811826415518,39.191357494628676,158.57479052935906,36.74756920404976,29.884445889212046,67.08412101383139,Stable,14.391808414981444,3.714039077060371,35.0216154426903,Bunkers,45.19010719453835,High,Low,Bunker-Busters
30.948248383166547,42.035664361230396,30.39689896208419,54.22594000377631,47.26922440671916,18.19725864610413,Moderate,26.85178887439413,7.719166891742849,101.05373053190714,Personnel,30.98123789665181,Medium,Medium,Cluster Bombs
31.87734645199812,40.540730097066074,19.949195153814514,4.712652869303527,37.31399474171133,81.55780397919503,Moderate,11.276792506899698,5.617717022283545,88.32925541088852,Infrastructure,7.996988103968405,Low,Medium,Airburst Munitions
31.535194647877173,39.70692864680596,17.678352900071157,15.546519602289685,6.7149532334860655,48.604315458080585,Unstable,21.495497494918908,5.201343800351493,114.26596081799305,Infrastructure,44.23613695313015,Medium,High,Cluster Bombs
